date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737259.513726852,23.7380024045706,31.0400046408176,100,1.35100514042279,2,-1,6,0,56,100,6,0
737259.513726852,57.8580044209957,65.2970004826784,0,2.91200834047777,3,-1,4,2,-12,0,4,0
737259.513726852,92.110001295805,99.4970060884953,100,1.25000457405986,2,-1,5,0,64,100,4,0
737259.513726852,126.394999399781,133.803005889058,200,1.44300102770649,2,-1,7,0,150,200,6,0
737259.513726852,160.636002570391,168.142006918788,0,1.82100879192876,2,1,0,6,40,0,0,5
737259.513726852,195.169007778168,202.595008537173,100,1.42900827503763,2,-1,5,0,62,100,3,0
737259.513726852,263.505008071661,270.908005535603,0,1.35600554466509,2,1,0,7,48,0,0,6
737259.513726852,332.17000477016,339.564000070095,100,0.926000552179175,1,1,6,2,72,100,6,2
737259.513726852,400.806999206543,408.193008229136,-100,0.787999564650818,1,1,0,9,-36,-100,0,8
737259.513726852,469.267008081079,476.678001880646,0,2.20399934518355,2,-1,4,4,-2,0,4,0
737259.513726852,537.992002442479,545.298007875681,100,0.814999234324205,1,-1,8,0,52,100,7,0
737259.513726852,606.831007450819,614.245008677244,-100,0.789999349122809,1,1,0,11,-22,-100,0,8
737259.513726852,675.678008794785,683.137000724673,0,1.63300134551537,2,-1,6,1,-32,0,6,0
