NaN,NaN,0.19501,0.073006,0.925,NaN,NaN,NaN
NaN,NaN,NaN,0.62601,0.377,NaN,0.095002,NaN
NaN,NaN,0.103,0.209,NaN,0.0020079,NaN,NaN
NaN,NaN,0.338,0.145,0.32101,NaN,NaN,0.328
NaN,NaN,0.63701,0.068009,NaN,1.023,NaN,NaN
NaN,NaN,0.31501,0.718,NaN,0.951,NaN,0.29701
NaN,NaN,0.17201,0.167,NaN,NaN,NaN,0.165
NaN,0.926,0.47,0.015003,0.851,NaN,NaN,NaN
NaN,0.788,0.20801,NaN,0.60901,NaN,0.949,NaN
NaN,NaN,1.003,0.25201,NaN,NaN,0.10001,NaN
NaN,0.815,0.090004,0.32001,NaN,NaN,NaN,0.067001
NaN,0.79,0.040004,0.328,NaN,0.346,NaN,0.231
NaN,NaN,0.455,0.512,0.21601,NaN,0.43001,NaN
