date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737259.500625,16.9160015881062,24.0979984402657,200,1.12500051522511,1,-1,11,0,126,200,10,0
737259.500625,65.3930068016052,72.4680036306381,200,3.23800392913836,3,-1,3,0,176,-300,3,0
737259.500625,98.0190016329288,105.214003846049,400,3.31800817823387,3,1,0,4,430,-100,0,3
737259.500625,130.93699850142,138.082000985742,200,3.00799868154718,3,1,0,8,254,-300,0,5
737259.500625,164.009007811546,171.253003925085,400,2.11300601196126,2,-1,6,0,356,-100,4,0
737259.500625,197.055006399751,204.266001284122,200,1.94000211871025,2,1,0,4,230,-300,0,4
737259.500625,230.280002206564,237.476000189781,400,0.938007579447003,1,-1,5,0,364,-100,4,0
737259.500625,297.417004778981,304.668001458049,200,1.68400711679715,2,1,0,7,246,-300,0,5
737259.500625,370.096001029015,377.454007789493,400,1.08900558829191,1,-1,4,0,368,-100,4,0
737259.500625,443.206004798412,450.415008142591,200,2.01100194275205,2,1,5,3,188,-300,0,3
737259.500625,516.224005445838,523.579004779458,400,2.4560011823196,3,-1,6,0,352,-100,4,0
737259.500625,589.858005568385,597.251005098224,200,2.19600049686414,2,-1,6,0,158,-300,5,0
737259.500625,662.802007421851,670.079004764557,400,2.02700306582119,2,-1,6,0,362,-100,4,0
737259.500625,735.761006176472,743.094008043408,200,1.11400557100569,1,1,0,8,260,-300,0,7
737259.500625,809.686998277903,817.105002701283,400,1.68000324714376,2,1,0,6,442,-100,0,5
737259.500625,883.348004892468,890.791004151106,200,0.921005937336304,1,1,0,12,280,-300,0,11
737259.500625,956.801006197929,964.130004867911,400,0.875006481051969,1,-1,9,0,340,-100,7,0
737259.500625,1030.27499914169,1037.64399960637,200,0.880002621772292,1,1,0,12,286,-300,0,9
737259.500625,1081.08599893749,1088.35700154305,200,1.67700070977298,2,1,0,6,244,200,0,5
