date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737259.491539352,28.4139979630709,35.735996067524,100,1.25499437999679,2,-1,7,0,52,100,6,0
737259.491539352,65.5469991266727,72.7280002087355,-200,0.968002531764796,1,1,0,14,-102,-200,0,10
737259.491539352,102.848003804684,109.97700355947,0,0.745000769617036,1,-1,7,1,-36,0,7,0
737259.491539352,140.011994540691,147.427001595497,100,0.63099514687201,1,-1,8,0,42,100,7,0
737259.491539352,177.638998255134,184.941000491381,0,1.37200268757442,2,-1,3,0,-20,0,3,0
737259.491539352,215.152997151017,222.511999681592,200,0.675002748845145,1,-1,19,0,62,200,13,0
737259.491539352,252.830000594258,260.087002068758,-100,0.891003606913728,1,-1,12,0,-184,-100,8,0
737259.491539352,290.096998214722,297.475000843406,200,1.31099492597423,2,-1,16,0,86,200,13,0
737259.491539352,327.439996227622,334.813995659351,0,2.72599653458747,3,1,4,1,-20,0,1,1
737259.491539352,365.05200304091,372.264003753662,-100,2.71499535548355,3,1,0,7,-48,-100,0,6
737259.491539352,402.190003171563,409.631000831723,0,1.37699651277217,2,-1,4,0,-24,0,4,0
737259.491539352,439.778996631503,447.050995007157,-200,1.83700135266554,2,1,0,11,-122,-200,0,6
