28.413,29.5,30.693,31.769,33.05,34.11,35.194,36.317
65.546,66.646,67.711,68.87,69.938,71.15,72.246,73.35
102.85,103.9,105.07,106.2,107.32,108.43,109.51,110.61
140.01,141.14,142.3,143.4,144.57,145.73,146.86,147.98
177.64,178.74,179.93,181.02,182.19,183.3,184.45,185.57
215.15,216.26,217.38,218.57,219.67,220.85,221.95,223.12
252.83,253.9,254.98,256.13,257.34,258.4,259.55,260.71
290.1,291.21,292.37,293.48,294.69,295.79,296.96,298.08
327.44,328.6,329.71,330.88,331.99,333.17,334.25,335.42
365.05,366.14,367.28,368.41,369.57,370.66,371.74,372.83
402.19,403.34,404.47,405.62,406.76,407.89,409.09,410.18
439.78,440.91,442.02,443.16,444.32,445.42,446.55,447.65
