200,194,156,122,114,114,106,106
200,200,200,200,176,148,130,118
400,400,400,368,334,290,254,234
200,200,188,144,114,80,50,50
400,400,366,314,264,228,190,184
200,200,200,194,194,186,186,186
400,400,392,360,322,272,226,204
200,200,200,200,208,208,232,232
400,400,370,328,282,244,238,238
200,200,200,208,194,152,112,92
400,388,358,320,282,276,264,244
200,206,250,268,274,274,274,274
400,400,400,356,306,274,226,204
200,200,200,200,200,192,186,178
400,394,362,336,336,336,318,298
200,200,182,140,96,56,10,26
400,400,406,392,386,370,364,358
200,208,244,280,286,286,294,294
200,206,234,280,288,288,288,288
