NaN,NaN,0.32799,0.016997,0.335,NaN,NaN,NaN
NaN,0.637,0.099999,0.026999,NaN,0.968,0.0070007,NaN
NaN,NaN,NaN,NaN,0.333,NaN,NaN,NaN
NaN,0.788,0.024001,0.0019998,NaN,0.319,NaN,NaN
NaN,NaN,NaN,0.697,0.162,0.12,0.181,NaN
NaN,0.668,0.124,0.011995,0.302,0.017995,0.623,NaN
NaN,NaN,0.8,0.17,0.994,NaN,0.023004,NaN
NaN,1.144,0.192,0.078003,0.209,0.085996,0.049004,NaN
NaN,NaN,NaN,NaN,NaN,0.938,NaN,NaN
NaN,NaN,NaN,0.524,0.024001,0.209,0.144,NaN
NaN,NaN,NaN,NaN,0.014,0.434,NaN,NaN
NaN,1.124,0.126,0.0020016,0.948,0.168,0.014998,0.163
