NaN,NaN,NaN,0.252,0.051999,0.121,NaN,NaN
NaN,NaN,0.394,0.025001,0.165,0.57099,NaN,0.086002
NaN,0.827,0.076998,0.17,NaN,NaN,0.063,NaN
NaN,0.634,0.084998,0.106,0.147,NaN,NaN,NaN
NaN,NaN,NaN,0.734,0.302,0.304,0.541,NaN
NaN,NaN,0.188,0.169,0.044998,0.17,NaN,NaN
NaN,NaN,0.8,0.103,NaN,NaN,NaN,NaN
NaN,0.77799,0.071997,0.012003,NaN,NaN,NaN,NaN
NaN,NaN,0.315,0.248,0.046996,NaN,NaN,NaN
NaN,NaN,NaN,NaN,0.357,0.056995,0.134,NaN
NaN,0.991,0.146,0.116,0.095999,NaN,NaN,NaN
NaN,NaN,1.101,0.202,0.111,0.477,0.626,NaN
NaN,NaN,NaN,NaN,1.147,NaN,NaN,NaN
