NaN,0.85101,0.205,0.0020016,0.698,NaN,0.219,NaN
NaN,NaN,NaN,NaN,0.32101,0.176,0.171,0.19
NaN,NaN,NaN,0.415,0.13101,0.086001,0.176,0.048005
NaN,NaN,0.753,0.068,0.070997,0.152,0.109,NaN
NaN,NaN,0.124,0.165,0.043002,0.289,0.107,0.27401
NaN,NaN,NaN,0.869,NaN,0.473,NaN,NaN
NaN,NaN,0.611,0.132,0.065997,0.023,0.117,0.034998
NaN,NaN,NaN,NaN,1.141,NaN,0.18,NaN
NaN,NaN,0.32201,0.0029969,0.18,0.075997,0.32,NaN
NaN,NaN,NaN,0.863,0.767,0.088001,0.067997,0.1
NaN,0.864,0.18,0.195,0.05,0.043998,0.976,0.167
NaN,0.9,0.101,0.084002,0.24,NaN,NaN,NaN
NaN,NaN,NaN,0.091005,0.079005,0.086004,0.053005,0.123
NaN,NaN,NaN,NaN,NaN,0.32,0.537,0.265
NaN,1.085,0.192,0.122,NaN,NaN,0.599,0.076003
NaN,NaN,0.683,0.135,0.114,0.131,0.041007,0.336
NaN,NaN,0.444,0.393,0.771,0.022999,0.751,0.304
NaN,1.028,0.1,0.166,0.045998,NaN,0.097003,NaN
NaN,1.155,0.177,0.022002,0.056004,NaN,NaN,NaN
