26.364,27.556,28.724,29.869,31.048,32.241,33.436,34.646
61.732,62.86,64.032,65.138,66.333,67.521,68.717,69.891
97.001,98.174,99.337,100.53,101.69,102.89,104.08,105.26
131.34,132.52,133.71,134.88,136.07,137.29,138.46,139.62
166.83,167.98,169.14,170.33,171.52,172.69,173.86,175.03
202.14,203.35,204.54,205.72,206.89,208.05,209.26,210.47
273.31,274.46,275.64,276.81,277.98,279.19,280.32,281.49
343.78,344.97,346.13,347.33,348.52,349.67,350.84,352
413.52,414.66,415.83,416.96,418.11,419.25,420.43,421.59
482.71,483.83,485,486.17,487.34,488.45,489.61,490.79
552.95,554.06,555.21,556.36,557.54,558.68,559.84,561.07
622.73,623.82,624.99,626.16,627.26,628.44,629.63,630.75
691.75,692.96,694.06,695.27,696.37,697.53,698.71,699.84
