date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737267.746354167,29.5599985867739,37.0160032063723,100,1.44999495185039,2,-1,12,0,18,100,12,0
737267.746354167,67.3259977251291,74.763998016715,-200,0.636998896843579,1,1,0,18,-78,-200,0,15
737267.746354167,105.267996713519,112.762997299433,0,3.84800280893251,4,-1,4,0,-28,0,4,0
737267.746354167,143.696001917124,151.265001296997,100,0.788002275228791,1,-1,12,0,16,100,11,0
737267.746354167,181.90499804914,189.366997405887,0,2.91500356710458,3,-1,5,2,-18,0,3,0
737267.746354167,220.224001631141,227.771003544331,200,0.667996605159715,1,-1,16,0,82,200,13,0
737267.746354167,258.396999165416,266.058997437358,-100,1.95699921238702,2,1,0,9,-38,-100,0,7
737267.746354167,297.009996324778,304.561997205019,200,1.14399535000848,1,-1,20,0,58,200,13,0
737267.746354167,335.122000426054,342.631997913122,0,5.5240040638455,5,-1,1,0,-6,0,0,0
737267.746354167,373.133995011449,380.635996162891,-100,2.85199543965427,3,1,5,6,-92,-100,0,4
737267.746354167,411.436995863914,419.054003432393,0,3.52400029147248,4,-1,3,0,-20,0,2,0
737267.746354167,450.086001679301,457.729995623231,-200,1.12399900794117,1,1,0,23,-40,-200,0,15
