18.235,19.403,20.507,21.682,22.767,23.878,25.042,26.128
70.049,71.248,72.438,73.604,74.704,75.841,76.986,78.156
106.04,107.27,108.47,109.6,110.76,111.94,113.1,114.26
142.24,143.44,144.6,145.71,146.88,148.05,149.21,150.41
177.54,178.76,179.87,181.02,182.17,183.31,184.49,185.65
212.25,213.43,214.58,215.7,216.85,218.03,219.17,220.32
248.93,250.16,251.37,252.56,253.74,254.96,256.1,257.25
319.19,320.25,321.41,322.58,323.81,324.97,326.18,327.35
395.77,396.94,398.11,399.24,400.42,401.6,402.69,403.86
471.07,472.23,473.32,474.45,475.61,476.76,477.92,479.09
547.23,548.4,549.57,550.74,551.9,553.11,554.29,555.44
625.57,626.66,627.88,629.05,630.22,631.38,632.54,633.72
702.68,703.86,705.08,706.2,707.39,708.49,709.66,710.86
780.63,781.84,782.9,784.04,785.23,786.4,787.59,788.76
857.39,858.56,859.72,860.93,862.02,863.17,864.33,865.51
936.27,937.38,938.55,939.71,940.88,942.07,943.27,944.43
1014.6,1015.7,1016.9,1018.1,1019.2,1020.4,1021.6,1022.8
1091.7,1092.9,1094.1,1095.3,1096.4,1097.6,1098.7,1099.9
1144.4,1145.6,1146.7,1147.9,1149,1150.1,1151.3,1152.5
